Stadium;Date;Event;Race;Distance;Rank;Nr;Name;Country;Pair;Lane;Time;Behind;Gender;SeasonalBest;EstimatedTFM;EstimatedTFMBuffer
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;11.0;59;Gabriel Eduard_Nitu;ROU;14;O;36.993;1.505;Men;;1755;1815
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;12.0;30;Dmitriy_Bichurkin;KAZ;10;I;36.995;1.507;Men;;1215;1275
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;13.0;53;Antoni_Pluta;POL;13;O;37.127;1.639;Men;;1620;1680
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;14.0;49;Didrik Eng_Strand;NOR;13;I;37.199;1.711;Men;;1620;1680
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;15.0;9;Max_Poulin;CAN;4;I;37.338;1.850;Men;;405;465
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;16.0;17;Lennart_Grabe;GER;10;O;37.479;1.991;Men;;1215;1275
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;17.0;19;Richard_Schreiter;GER;1;O;37.535;2.047;Men;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;18.0;31;Mikhail_Gluchshenko;KAZ;12;I;37.595;2.107;Men;;1485;1545
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;19.0;65;János_Sipos;HUN;12;O;37.738;2.250;Men;;1485;1545
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;20.0;64;Dylan_Woodbury;USA;2;I;37.891;2.403;Men;;135;195
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;21.0;18;Tomy_Nguyen;GER;9;O;37.921;2.433;Men;;1080;1140
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;22.0;8;Daniel_Hall;CAN;4;O;37.993;2.505;Men;;405;465
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;23.0;45;Finn Elias_Haneberg;NOR;3;O;37.999;2.511;Men;;270;330
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;24.0;63;Max_Weber;USA;1;I;38.155;2.667;Men;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;25.0;22;Manuel_De_Carli;ITA;8;I;38.249;2.761;Men;;945;1005
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;26.0;58;Nicolae Sebastian_Mihalache;ROU;9;I;38.651;3.163;Men;;1080;1140
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;27.0;60;Liam_Kitchel;USA;2;O;39.150;3.662;Men;;135;195
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;28.0;14;Ignacio_Moran;ESP;7;O;39.211;3.723;Men;;810;870
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;29.0;1;Luke_Zeliff;AUS;8;O;39.214;3.726;Men;;945;1005
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Juniors;500;30.0;15;Ivan_Roldán_Ferrer;ESP;7;I;39.328;3.840;Men;;810;870
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Neo-seniors;500;1.0;211;Sanghun_Oh;KOR;2;I;36.154;0.000;Men;;135;195
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Neo-seniors;500;2.0;204;Joonas_Valge;EST;2;O;36.679;0.525;Men;;135;195
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Neo-seniors;500;3.0;210;Kyungrae_Kim;KOR;1;I;36.686;0.532;Men;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;500m_Men_Neo-seniors;500;4.0;201;Alexander_Rezzonico;ESP;1;O;38.193;2.039;Men;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;1.0;144;Meike_Veen;NED;8;I;1:59.594;0.000;Women;;1400;1460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;2.0;127;Hana_Noake;JPN;8;O;1:59.661;0.067;Women;;1400;1460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;3.0;126;Emika_Miyagawa;JPN;3;O;2:00.536;0.942;Women;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;4.0;146;Aurora Grinden_Løvås;NOR;7;O;2:01.511;1.917;Women;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;5.0;102;Jeannine_Rosner;AUT;8;I;2:02.342;2.748;Women;;1400;1460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;6.0;133;Seoyeon_Cho;KOR;8;O;2:02.680;3.086;Women;;1400;1460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;7.0;142;Patricia_Koot;NED;6;O;2:03.792;4.198;Women;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;8.0;123;Yukina_Hatakeyama;JPN;3;I;2:04.089;4.495;Women;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;9.0;120;Giorgia_Aiello;ITA;3;I;2:04.227;4.633;Women;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;10.0;143;Rosalie_Van_Vliet;NED;7;I;2:04.366;4.772;Women;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;11.0;137;Leewon_Lim;KOR;7;I;2:05.230;5.636;Women;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;12.0;135;Jian_Heo;KOR;7;O;2:05.613;6.019;Women;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;13.0;122;Maybritt_Vigl;ITA;5;O;2:05.764;6.170;Women;;800;860
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;14.0;128;Anastasija_Belovodova;KAZ;3;O;2:06.269;6.675;Women;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;15.0;117;Isabel_Kraus;GER;2;I;2:07.301;7.707;Women;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;16.0;153;Liwia_Kubin;POL;1;O;2:07.999;8.405;Women;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;17.0;109;Skylar_Van_Horne;CAN;2;O;2:08.076;8.482;Women;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;18.0;152;Julia_Grzywińska;POL;5;I;2:08.352;8.758;Women;;800;860
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;19.0;121;Emily_Tormen;ITA;5;O;2:08.401;8.807;Women;;800;860
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;20.0;159;Marley_Soldan;USA;2;I;2:09.457;9.863;Women;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;21.0;101;Katharina_Mezgolits;AUT;4;O;2:09.900;10.306;Women;;600;660
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;22.0;148;Vilde_Semb;NOR;6;I;2:10.004;10.410;Women;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;23.0;160;Libby_Williams;USA;1;O;2:10.202;10.608;Women;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;24.0;145;Ingrid Håkegård_Eichler;NOR;1;I;2:10.421;10.827;Women;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;25.0;110;Natascha_Lindenskov;DEN;6;O;2:12.664;13.070;Women;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;26.0;155;Francisca Gomes_Henriques;POR;5;I;2:14.049;14.455;Women;;800;860
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;27.0;138;Laura_Jankovska;LAT;4;O;2:14.403;14.809;Women;;600;660
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;28.0;156;Jéssica Carolina_Santos_Rodrigues;POR;6;I;2:14.844;15.250;Women;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;29.0;111;Lucia_Alapont;ESP;4;I;2:15.280;15.686;Women;;600;660
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;30.0;158;Nastasja_Radulovic;USA;1;I;2:18.425;18.831;Women;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Juniors;1500;31.0;104;Lea_Seppele;AUT;4;I;2:18.824;19.230;Women;;600;660
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Neo-seniors;1500;1.0;304;Laura_Peveri;ITA;2;I;2:02.653;0.000;Women;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Neo-seniors;1500;2.0;302;Sara_Cabrera;ESP;2;O;2:06.884;4.231;Women;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Neo-seniors;1500;3.0;307;Alena_Lifatova;KAZ;1;I;2:12.013;9.360;Women;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Neo-seniors;1500;4.0;303;Sheila_Gómez_Fernandez;ESP;2;I;2:12.026;9.373;Women;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Women_Neo-seniors;1500;5.0;310;Patrīcija Elizabete_Sniķere;LAT;2;O;2:15.812;13.159;Women;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;1.0;12;Metoděj_Jílek;CZE;8;O;1:48.057;0.000;Men;;1400;1460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;2.0;49;Didrik Eng_Strand;NOR;8;O;1:48.266;0.209;Men;;1400;1460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;3.0;20;Finn_Sonnekalb;GER;8;I;1:48.578;0.521;Men;;1400;1460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;4.0;55;Szymon_Wojtakowski;POL;7;O;1:49.180;1.123;Men;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;5.0;2;Alexander_Farthofer;AUT;7;O;1:49.259;1.202;Men;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;6.0;40;Mats_Bendijk;NED;2;O;1:51.227;3.170;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;7.0;37;Eunwoo_Ko;KOR;7;I;1:51.327;3.270;Men;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;8.0;10;Luca_Veeman;CAN;2;I;1:51.463;3.406;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;9.0;23;Manuel_Ghiotto;ITA;6;I;1:51.768;3.711;Men;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;10.0;27;Takumi_Murashita;JPN;2;O;1:52.810;4.753;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;11.0;21;Luca Matteo_Stibenz;GER;5;O;1:53.329;5.272;Men;;800;860
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;12.0;56;Mateusz_Śliwka;POL;7;I;1:53.590;5.533;Men;;1200;1260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;13.0;35;Seungmin_Cho;KOR;6;O;1:54.145;6.088;Men;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;14.0;34;Ruslan_Zjanadilov;KAZ;4;I;1:54.690;6.633;Men;;600;660
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;15.0;48;Ivar_Norheim;NOR;1;O;1:54.955;6.898;Men;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;16.0;61;William_Silk;USA;5;I;1:54.967;6.910;Men;;800;860
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;17.0;54;Jerzy_Stadnicki;POL;4;O;1:55.077;7.020;Men;;600;660
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;18.0;11;Connor_Waters;CAN;2;I;1:55.368;7.311;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;19.0;39;Jiho_Yoon;KOR;6;O;1:55.454;7.397;Men;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;20.0;57;Afonso Henrique Pestana_Silva;POR;5;I;1:55.607;7.550;Men;;800;860
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;21.0;6;Tom_Mulder;BEL;4;I;1:55.781;7.724;Men;;600;660
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;22.0;63;Max_Weber;USA;1;I;1:56.077;8.020;Men;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;23.0;33;Aldiyar_Tyulyugenov;KAZ;1;I;1:56.312;8.255;Men;;0;60
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;24.0;29;Abdumalik_Askar;KAZ;3;I;1:56.850;8.793;Men;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;25.0;62;Carl_Platt;USA;6;I;1:57.662;9.605;Men;;1000;1060
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;26.0;4;Julian_Zimmerling;AUT;3;I;1:57.878;9.821;Men;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;27.0;15;Ivan_Roldán_Ferrer;ESP;3;O;1:58.456;10.399;Men;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Juniors;1500;28.0;1;Luke_Zeliff;AUS;3;O;2:02.258;14.201;Men;;400;460
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Neo-seniors;1500;1.0;204;Joonas_Valge;EST;2;O;1:52.399;0.000;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Neo-seniors;1500;2.0;202;Manuel_Robla;ESP;2;O;1:52.548;0.149;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Neo-seniors;1500;3.0;210;Kyungrae_Kim;KOR;2;I;1:52.566;0.167;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Neo-seniors;1500;4.0;206;Kudajbergen_Temirzjanov;KAZ;2;I;1:54.474;2.075;Men;;200;260
YS_Arena_Hachinohe;2024-02-04;ISU_Junior_World_Cup_Speed_Skating_#3;1500m_Men_Neo-seniors;1500;5.0;201;Alexander_Rezzonico;ESP;1;I;1:57.962;5.563;Men;;0;60
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;1.0;258;Min-Ji_Kim;KOR;5;O;1:17.667;0.000;Women;;660;720
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;2.0;286;Iga_Wojtasik;POL;10;O;1:17.973;0.306;Women;;1485;1545
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;3.0;208;Alison_Desmarais;CAN;6;O;1:17.992;0.325;Women;;825;885
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;4.0;217;Alexa_Scott;CAN;7;O;1:18.039;0.372;Women;;990;1050
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;5.0;234;Lea Sophie_Scholz;GER;9;I;1:18.240;0.573;Women;;1320;1380
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;6.0;215;Abigail_Mccluskey;CAN;1;I;1:18.299;0.632;Women;;0;60
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;7.0;231;Anna_Ostlender;GER;10;I;1:18.347;0.680;Women;;1485;1545
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;8.0;250;Kako_Yamane;JPN;8;O;1:18.529;0.862;Women;;1155;1215
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;9.0;239;Serena_Pergher;ITA;5;I;1:18.626;0.959;Women;;660;720
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;10.0;256;Soo-Min_Kang;KOR;8;I;1:18.656;0.989;Women;;1155;1215
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;11.0;284;Natalia_Jabrzyk;POL;9;O;1:18.662;0.995;Women;;1320;1380
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;12.0;261;Chae-Eun_Park;KOR;7;I;1:18.999;1.332;Women;;990;1050
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;13.0;279;Julie Nistad_Samsonsen;NOR;4;O;1:19.348;1.681;Women;;495;555
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;14.0;296;Chrysta_Rands-Evans;USA;3;I;1:19.744;2.077;Women;;330;390
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;15.0;205;Fran_Vanhoutte;BEL;3;O;1:20.699;3.032;Women;;330;390
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;16.0;281;Martyna_Baran;POL;6;I;1:20.922;3.255;Women;;825;885
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;17.0;221;Chong_Pei;CHN;4;I;1:20.987;3.320;Women;;495;555
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Women_Division_B;1000;18.0;201;Maria Victoria_Rodriguez;ARG;2;O;1:22.231;4.564;Women;;165;225
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;1.0;9;Laurent_Dubreuil;CAN;13;I;1:08.932;0.000;Men;;1980;2040
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;2.0;102;Hein_Otterspeer;NED;9;O;1:08.962;0.030;Men;;1320;1380
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;3.0;125;Piotr_Michalski;POL;12;I;1:09.418;0.486;Men;;1815;1875
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;4.0;108;Kai_Verbij;NED;8;O;1:09.431;0.499;Men;;1155;1215
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;5.0;109;Joep_Wennemars;NED;10;O;1:09.468;0.536;Men;;1485;1545
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;6.0;138;Zach_Stoppelmoor;USA;13;O;1:10.138;1.206;Men;;1980;2040
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;7.0;47;Stefan_Emele;GER;11;O;1:10.336;1.404;Men;;1650;1710
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;8.0;21;Zhihan_Deng;CHN;10;I;1:10.361;1.429;Men;;1485;1545
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;9.0;59;Alessio_Trentini;ITA;12;O;1:10.367;1.435;Men;;1815;1875
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;10.0;91;Tae-Yun_Kim;KOR;7;O;1:10.446;1.514;Men;;990;1050
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;11.0;20;Yankun_Zhao;CAN;6;I;1:10.500;1.568;Men;;825;885
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;12.0;124;Marek_Kania;POL;8;I;1:10.562;1.630;Men;;1155;1215
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;13.0;116;Bjørn_Magnussen;NOR;7;I;1:10.694;1.762;Men;;990;1050
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;14.0;42;Valentin_Thiebault;FRA;3;O;1:10.712;1.780;Men;;330;390
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;15.0;79;Artur_Galiyev;KAZ;5;O;1:10.756;1.824;Men;;660;720
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;16.0;85;Altaj_Zjardembekuly;KAZ;4;I;1:10.795;1.863;Men;;495;555
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;17.0;127;Jakub_Piotrowski;POL;6;O;1:10.821;1.889;Men;;825;885
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;18.0;33;Nil_Llop_Izquierdo;ESP;9;I;1:10.863;1.931;Men;;1320;1380
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;19.0;118;Henrik Fagerli_Rukke;NOR;3;I;1:11.047;2.115;Men;;330;390
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;20.0;24;Ze_Liu;CHN;5;I;1:11.139;2.207;Men;;660;720
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;21.0;44;Cornelius_Kersten;GBR;11;I;1:11.455;2.523;Men;;1650;1710
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;22.0;10;Cooper_Emin;CAN;4;O;1:11.582;2.650;Men;;495;555
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;23.0;77;Roman_Binozarov;KAZ;1;O;1:11.682;2.750;Men;;0;60
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;24.0;38;Samuli_Suomalainen;FIN;2;O;1:12.014;3.082;Men;;165;225
Centre_de_Glaces;2024-02-02;ISU_World_Cup_Speed_Skating_#6;1000m_Men_Division_B;1000;25.0;1;Ignaz_Gschwentner;AUT;2;I;1:12.830;3.898;Men;;165;225
