Stadium;Date;Event;Race;Distance;Rank;Nr;Name;Country;Pair;Lane;Time;Behind;Gender;SeasonalBest;EstimatedTFM;EstimatedTFMBuffer
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Ladies_Division_A;500;17.0;25;Miyako_Sumiyoshi;JPN;2;O;39.430;1.240;Women;;135;195
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Ladies_Division_A;500;18.0;49;Yuliya_Kozyreva;RUS;2;I;39.560;1.370;Women;;135;195
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Ladies_Division_A;500;19.0;47;Nadezhda_Aseeva;RUS;5;I;39.650;1.460;Women;;540;600
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Ladies_Division_A;500;20.0;22;Arisa_Go;JPN;3;I;39.790;1.600;Women;;270;330
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Ladies_Division_A;500;21.0;32;Seung-Hi_Park;KOR;1;O;40.520;2.330;Women;;0;60
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;1.0;69;Pavel_Kulizhnikov;RUS;11;O;34.620;0.000;Men;;1350;1410
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;2.0;47;Tae-Bum_Mo;KOR;8;I;34.940;0.320;Men;;945;1005
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;3.0;27;Nico_Ihle;GER;11;I;35.060;0.440;Men;;1350;1410
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;4.0;70;Ruslan_Murashov;RUS;10;I;35.120;0.500;Men;;1215;1275
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;5.0;51;Michel_Mulder;NED;9;O;35.140;0.520;Men;;1080;1140
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;6.0;41;Roman_Krech;KAZ;5;I;35.152;0.532;Men;;540;600
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;6.0;10;Laurent_Dubreuil;CAN;9;I;35.152;0.532;Men;;1080;1140
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;8.0;11;Jamie_Gregg;CAN;2;O;35.160;0.540;Men;;135;195
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;9.0;66;Artur_Was;POL;10;O;35.250;0.630;Men;;1215;1275
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;10.0;57;Espen Aarnes_Hvammen;NOR;7;O;35.270;0.650;Men;;810;870
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;11.0;72;Alexey_Yesin;RUS;6;I;35.300;0.680;Men;;675;735
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;12.0;12;Gilmore_Junio;CAN;5;O;35.320;0.700;Men;;540;600
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;13.0;54;Pim_Schipper;NED;7;I;35.360;0.740;Men;;810;870
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;14.0;50;Jesper_Hospes;NED;8;O;35.380;0.760;Men;;945;1005
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;15.0;7;Alex_Boisvert-Lacroix;CAN;4;I;35.450;0.830;Men;;405;465
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;16.0;21;Mika_Poutala;FIN;6;O;35.560;0.940;Men;;675;735
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;17.0;32;Ryohei_Haga;JPN;3;O;35.646;1.026;Men;;270;330
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;18.0;64;Artur_Nogal;POL;2;I;35.649;1.029;Men;;135;195
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;19.0;46;Jun-Ho_Kim;KOR;3;I;35.650;1.030;Men;;270;330
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;20.0;37;Yuya_Oikawa;JPN;4;O;35.670;1.050;Men;;405;465
Thialf;2015-02-08;ISU_World_Cup;2nd_500m_Men_Division_A;500;21.0;16;Zhongsheng_Mu;CHN;1;O;35.890;1.270;Men;;0;60
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;1.0;50;Brittany_Bowe;USA;6;I;1:15.630;0.000;Women;;825;885
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;2.0;35;Marrit_Leenstra;NED;5;I;1:15.750;0.120;Women;;660;720
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;3.0;15;Karolina_Erbanova;CZE;5;O;1:15.980;0.350;Women;;660;720
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;4.0;11;Qishi_Li;CHN;6;O;1:16.280;0.650;Women;;825;885
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;5.0;37;Laurine_van_Riessen;NED;4;O;1:16.890;1.260;Women;;495;555
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;6.0;33;Margot_Boer;NED;2;I;1:16.930;1.300;Women;;165;225
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;7.0;1;Vanessa_Herzog;AUT;4;I;1:17.570;1.940;Women;;495;555
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;8.0;23;Ayaka_Kikuchi;JPN;2;O;1:18.140;2.510;Women;;165;225
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;9.0;18;Gabriele_Hirschbichler;GER;1;I;1:18.150;2.520;Women;;0;60
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;10.0;27;Nana_Takagi;JPN;3;I;1:18.210;2.580;Women;;330;390
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;11.0;41;Hege_Bøkko;NOR;3;O;1:18.390;2.760;Women;;330;390
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Ladies_Division_A;1000;12.0;25;Miyako_Sumiyoshi;JPN;1;O;1:20.080;4.450;Women;;0;60
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;1.0;52;Kjeld_Nuis;NED;9;I;1:08.810;0.000;Men;;1320;1380
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;2.0;69;Pavel_Kulizhnikov;RUS;9;O;1:08.820;0.010;Men;;1320;1380
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;3.0;49;Stefan_Groothuis;NED;7;I;1:09.380;0.570;Men;;990;1050
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;4.0;27;Nico_Ihle;GER;8;I;1:09.500;0.690;Men;;1155;1215
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;5.0;75;Shani_Davis;USA;8;O;1:09.520;0.710;Men;;1155;1215
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;6.0;54;Pim_Schipper;NED;6;O;1:09.670;0.860;Men;;825;885
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;7.0;51;Michel_Mulder;NED;6;I;1:09.740;0.930;Men;;825;885
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;8.0;72;Alexey_Yesin;RUS;3;I;1:09.780;0.970;Men;;330;390
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;9.0;28;Samuel_Schwarz;GER;7;O;1:10.090;1.280;Men;;990;1050
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;10.0;8;Vincent_De_Haître;CAN;4;I;1:10.160;1.350;Men;;495;555
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;11.0;58;Håvard Holmefjord_Lorentzen;NOR;5;O;1:10.440;1.630;Men;;660;720
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;12.0;13;Richard_Maclennan;CAN;1;I;1:10.560;1.750;Men;;0;60
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;13.0;9;Tyler_Derraugh;CAN;2;O;1:10.640;1.830;Men;;165;225
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;14.0;19;Fan_Yang;CHN;2;I;1:10.730;1.920;Men;;165;225
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;15.0;67;Kirill_Golubev;RUS;4;O;1:10.750;1.940;Men;;495;555
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;16.0;62;Piotr_Michalski;POL;3;O;1:10.770;1.960;Men;;330;390
Thialf;2015-02-08;ISU_World_Cup;2nd_1000m_Men_Division_A;1000;17.0;25;Denis_Dressel;GER;1;O;1:11.620;2.810;Men;;0;60
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;1.0;91;Angelina_Golikova;RUS;10;I;38.950;0.000;Women;;1215;1275
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;2.0;40;Arisa_Go;JPN;10;O;39.150;0.200;Women;;1215;1275
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;3.0;11;Heather_Carruthers;CAN;8;O;39.280;0.330;Women;;945;1005
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;4.0;14;Huawei_Li;CHN;9;O;39.310;0.360;Women;;1080;1140
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;5.0;9;Alexandra_Ianculescu;ROU;6;O;39.360;0.410;Women;;675;735
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;6.0;20;Yue_Zhang;CHN;3;O;39.520;0.570;Women;;270;330
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;7.0;56;Bo-Ra_Lee;KOR;9;I;39.534;0.584;Women;;1080;1140
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;8.0;104;Sugar_Todd;USA;4;O;39.538;0.588;Women;;405;465
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;9.0;36;Denise_Roth;GER;7;O;39.540;0.590;Women;;810;870
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;10.0;8;Marsha_Hudey;CAN;8;I;39.590;0.640;Women;;945;1005
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;11.0;37;Yvonne_Daldossi;ITA;7;I;39.670;0.720;Women;;810;870
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;12.0;18;Yuning_Sha;CHN;5;I;39.700;0.750;Women;;540;600
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;13.0;81;Hege_Bøkko;NOR;4;I;39.720;0.770;Women;;405;465
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;14.0;32;Gabriele_Hirschbichler;GER;6;I;39.760;0.810;Women;;675;735
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;15.0;29;Elina_Risku;FIN;2;I;40.140;1.190;Women;;135;195
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;16.0;43;Mio_Kuroiwa;JPN;5;O;40.180;1.230;Women;;540;600
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;17.0;12;Tamara_Oudenaarden;CAN;3;I;40.210;1.260;Women;;270;330
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;18.0;96;Yuliya_Skokova;RUS;1;I;40.350;1.400;Women;;0;60
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_B;500;19.0;4;Kseniya_Sadovskaya;BLR;2;O;41.210;2.260;Women;;135;195
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;1.0;90;Pim_Schipper;NED;17;O;35.370;0.000;Men;;2160;2220
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;2.0;21;Zhongsheng_Mu;CHN;16;I;35.410;0.040;Men;;2025;2085
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;3.0;41;Samuel_Schwarz;GER;14;O;35.440;0.070;Men;;1755;1815
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;4.0;53;Tsubasa_Hasegawa;JPN;13;I;35.530;0.160;Men;;1620;1680
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;5.0;139;Mitchell_Whitmore;USA;11;I;35.610;0.240;Men;;1350;1410
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;6.0;111;Artur_Nogal;POL;13;O;35.700;0.330;Men;;1620;1680
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;7.0;130;Christian_Oberbichler;SUI;7;I;35.710;0.340;Men;;810;870
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;8.0;60;Yuya_Oikawa;JPN;17;I;35.720;0.350;Men;;2160;2220
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;9.0;38;Denny_Ihle;GER;15;O;35.750;0.380;Men;;1890;1950
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;10.0;76;Kang-Seok_Lee;KOR;16;O;35.760;0.390;Men;;2025;2085
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;11.0;99;Håvard Holmefjord_Lorentzen;NOR;9;I;35.780;0.410;Men;;1080;1140
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;12.0;44;David_Bosa;ITA;11;O;35.800;0.430;Men;;1350;1410
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;13.0;134;Jonathan_Garcia;USA;8;I;35.860;0.490;Men;;945;1005
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;14.0;16;Richard_Maclennan;CAN;14;I;35.910;0.540;Men;;1755;1815
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;15.0;13;William_Dutton;CAN;15;I;35.930;0.560;Men;;1890;1950
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;16.0;24;Nan_Wang;CHN;12;I;35.940;0.570;Men;;1485;1545
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;17.0;11;Tyler_Derraugh;CAN;9;O;35.950;0.580;Men;;1080;1140
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;18.0;63;Daichi_Yamanaka;JPN;12;O;36.050;0.680;Men;;1485;1545
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;19.0;109;Piotr_Michalski;POL;10;O;36.120;0.750;Men;;1215;1275
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;20.0;133;Shani_Davis;USA;10;I;36.161;0.791;Men;;1215;1275
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;21.0;32;Juho_Vaittinen;FIN;4;I;36.166;0.796;Men;;405;465
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;22.0;102;Christoffer_Fagerli_Rukke;NOR;7;O;36.280;0.910;Men;;810;870
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;23.0;50;Luca_Zanghellini;ITA;5;I;36.391;1.021;Men;;540;600
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;24.0;135;Kimani_Griffin;USA;6;O;36.395;1.025;Men;;675;735
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;25.0;69;Aleksandr_Zhigin;KAZ;5;O;36.399;1.029;Men;;540;600
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;26.0;119;Mikhail_Kozlov;RUS;1;I;36.430;1.060;Men;;0;60
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;27.0;37;Denis_Dressel;GER;8;O;36.470;1.100;Men;;945;1005
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;28.0;66;Denis_Kuzin;KAZ;6;I;36.530;1.160;Men;;675;735
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;29.0;131;David_Andersson;SWE;3;I;36.540;1.170;Men;;270;330
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;30.0;34;Bejamin_Macé;FRA;3;O;36.610;1.240;Men;;270;330
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;31.0;6;Yevgeny_Kazimirenko;BLR;4;O;36.790;1.420;Men;;405;465
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;32.0;31;Tommi_Pulli;FIN;2;O;36.830;1.460;Men;;135;195
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_B;500;33.0;3;Armin_Hager;AUT;2;I;37.050;1.680;Men;;135;195
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;1.0;82;Ida_Njåtun;NOR;12;I;4:11.240;0.000;Women;;3630;3690
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;2.0;87;Luiza_Zlotkowska;POL;9;I;4:11.420;0.180;Women;;2640;2700
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;3.0;97;Natalia_Voronina;RUS;12;O;4:12.460;1.220;Women;;3630;3690
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;4.0;41;Ayaka_Kikuchi;JPN;13;O;4:12.530;1.290;Women;;3960;4020
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;5.0;34;Isabell_Ost;GER;9;O;4:12.760;1.520;Women;;2640;2700
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;6.0;21;Xin_Zhao;CHN;11;I;4:12.890;1.650;Women;;3300;3360
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;7.0;16;Jing_Liu;CHN;7;O;4:13.610;2.370;Women;;1980;2040
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;8.0;6;Kali_Christ;CAN;2;I;4:13.770;2.530;Women;;330;390
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;9.0;2;Jelena_Peeters;BEL;13;I;4:14.130;2.890;Women;;3960;4020
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;10.0;46;Maki_Tabata;JPN;10;I;4:15.240;4.000;Women;;2970;3030
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;11.0;49;Risa_Takayama;JPN;10;O;4:15.910;4.670;Women;;2970;3030
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;12.0;38;Francesca_Lollobrigida;ITA;11;O;4:16.360;5.120;Women;;3300;3360
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;13.0;28;Saskia_Alusalu;EST;6;I;4:18.920;7.680;Women;;1650;1710
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;14.0;84;Aleksandra_Goss;POL;8;O;4:19.050;7.810;Women;;2310;2370
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;15.0;83;Angelika_Fudalej;POL;5;O;4:19.390;8.150;Women;;1320;1380
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;16.0;59;Cho-Weon_Park;KOR;7;I;4:20.020;8.780;Women;;1980;2040
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;17.0;85;Urszula_Wlodarczyk;POL;5;I;4:20.570;9.330;Women;;1320;1380
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;18.0;54;Ye-Jin_Jun;KOR;8;I;4:21.540;10.300;Women;;2310;2370
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;19.0;103;Carlijn_Schoutens;USA;4;I;4:21.650;10.410;Women;;990;1050
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;20.0;26;Nikola_Zdráhalova;CZE;4;O;4:21.680;10.440;Women;;990;1050
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;21.0;30;Roxanne_Dufter;GER;2;O;4:21.940;10.700;Women;;330;390
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;22.0;10;Lauren_McGuire;CAN;6;O;4:22.580;11.340;Women;;1650;1710
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;23.0;98;Eva_Lagrange;SWE;3;I;4:23.770;12.530;Women;;660;720
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;24.0;27;Elena Møller_Rigas;DEN;3;O;4:26.770;15.530;Women;;660;720
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_B;3000;25.0;102;Jaclyn_Rowe;USA;1;I;4:35.770;24.530;Women;;0;60
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;1.0;25;Martina_Sáblíková;CZE;8;I;4:02.840;0.000;Women;;2310;2370
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;2.0;80;Ireen_Wüst;NED;8;O;4:03.140;0.300;Women;;2310;2370
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;3.0;61;Carlijn_Achtereekte;NED;1;I;4:05.950;3.110;Women;;0;60
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;4.0;5;Ivanie_Blondin;CAN;6;I;4:06.330;3.490;Women;;1650;1710
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;5.0;35;Claudia_Pechstein;GER;7;I;4:07.160;4.320;Women;;1980;2040
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;6.0;92;Olga_Graf;RUS;5;I;4:08.240;5.400;Women;;1320;1380
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;7.0;67;Marije_Joling;NED;6;O;4:08.620;5.780;Women;;1650;1710
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;8.0;70;Carien_Kleibeuker;NED;1;O;4:08.660;5.820;Women;;0;60
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;9.0;77;Jorien_Voorhuis;NED;7;O;4:08.920;6.080;Women;;1980;2040
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;10.0;48;Nana_Takagi;JPN;3;I;4:09.720;6.880;Women;;660;720
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;11.0;89;Anna_Yurakova;RUS;2;I;4:11.930;9.090;Women;;330;390
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;12.0;33;Bente_Kraus;GER;5;O;4:12.220;9.380;Women;;1320;1380
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;13.0;55;Boreum_Kim;KOR;4;O;4:13.610;10.770;Women;;990;1050
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;14.0;86;Katarzyna_Wozniak;POL;2;O;4:15.050;12.210;Women;;330;390
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;15.0;96;Yuliya_Skokova;RUS;4;I;4:19.030;16.190;Women;;990;1050
Thialf;2014-12-12;ISU_World_Cup;3000m_Ladies_Division_A;3000;16.0;39;Shoko_Fujimura;JPN;3;O;4:19.580;16.740;Women;;660;720
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;1.0;57;Sang-Hwa_Lee;KOR;10;I;37.690;0.000;Women;;1215;1275
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;2.0;42;Nao_Kodaira;JPN;10;O;37.700;0.010;Women;;1215;1275
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;3.0;31;Judith_Dannhauer;GER;8;O;37.880;0.190;Women;;945;1005
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;4.0;99;Brittany_Bowe;USA;2;O;37.950;0.260;Women;;135;195
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;5.0;101;Heather_Bergsma;USA;5;I;38.010;0.320;Women;;540;600
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;6.0;74;Thijsje_Oenema;NED;6;O;38.140;0.450;Women;;675;735
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;7.0;62;Margot_Boer;NED;9;I;38.200;0.510;Women;;1080;1140
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;8.0;79;Bo_van_der_Werff;NED;5;O;38.280;0.590;Women;;540;600
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;9.0;23;Karolina_Erbanova;CZE;7;I;38.290;0.600;Women;;810;870
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;10.0;1;Vanessa_Herzog;AUT;7;O;38.350;0.660;Women;;810;870
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;11.0;90;Olga_Fatkulina;RUS;8;I;38.510;0.820;Women;;945;1005
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;12.0;51;Maki_Tsuji;JPN;6;I;38.570;0.880;Women;;675;735
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;13.0;45;Miyako_Sumiyoshi;JPN;4;O;38.620;0.930;Women;;405;465
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;14.0;88;Nadezhda_Aseeva;RUS;1;I;38.630;0.940;Women;;0;60
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;15.0;63;Floor_van_den_Brandt;NED;9;O;38.650;0.960;Women;;1080;1140
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;16.0;60;Seung-Hi_Park;KOR;2;I;38.750;1.060;Women;;135;195
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;17.0;64;Anice_Das;NED;3;O;38.830;1.140;Women;;270;330
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;18.0;15;Qishi_Li;CHN;3;I;38.890;1.200;Women;;270;330
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;19.0;52;Yekaterina_Aydova;KAZ;4;I;38.950;1.260;Women;;405;465
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Ladies_Division_A;500;20.0;53;Mi_Jang;KOR;1;O;39.270;1.580;Women;;0;60
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_A;500;1.0;120;Pavel_Kulizhnikov;RUS;10;I;34.630;0.000;Men;;1215;1275
Thialf;2014-12-12;ISU_World_Cup;1st_500m_Men_Division_A;500;2.0;114;Artur_Was;POL;7;I;34.910;0.280;Men;;810;870
