Stadium;Location;Latitude;Longitude;Date;Event;Race;Country;Distance;Occasion;Time;TempIndoors;IceTemperature;Humidity;AirpressureSurface;AirpressureSealevel
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-02;ISU_Junior_World_Cup_Speed_Skating_#2;3000m_Men_Juniors;ITA;3000;start;13:23:00;-1.0;-6.5;58.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-02;ISU_Junior_World_Cup_Speed_Skating_#2;3000m_Men_Juniors;ITA;3000;end;14:14:00;0.0;-6.5;53.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-02;ISU_Junior_World_Cup_Speed_Skating_#2;3000m_Women_Neo-seniors;ITA;3000;start;14:23:00;0.0;-6.5;53.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-02;ISU_Junior_World_Cup_Speed_Skating_#2;3000m_Women_Neo-seniors;ITA;3000;end;14:55:00;0.0;-6.5;53.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-02;ISU_Junior_World_Cup_Speed_Skating_#2;3000m_Men_Neo-seniors;ITA;3000;start;14:58:00;-1.0;-6.5;53.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-02;ISU_Junior_World_Cup_Speed_Skating_#2;3000m_Men_Neo-seniors;ITA;3000;end;15:23:00;-1.0;-6.5;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Women_Juniors;ITA;500;start;09:48:00;1.0;-8.0;44.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Women_Juniors;ITA;500;end;10:26:00;1.0;-8.0;44.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Men_Juniors;ITA;500;start;10:52:00;1.0;-8.0;38.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Men_Juniors;ITA;500;end;11:40:00;1.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Women_Neo-seniors;ITA;500;start;12:00:00;1.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Women_Neo-seniors;ITA;500;end;12:10:00;2.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Men_Neo-seniors;ITA;500;start;12:17:00;2.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;500m_Men_Neo-seniors;ITA;500;end;12:33:00;2.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Women_Juniors;ITA;1500;start;12:55:00;2.0;-8.0;48.0;;
Ritten_Arena;Collalbo;46.539044;11.454784;2023-12-03;ISU_Junior_World_Cup_Speed_Skating_#2;1500m_Women_Juniors;ITA;1500;end;13:33:00;2.0;-8.0;48.0;;
